"","saledate","neigh","saleprice","landval","imprval","totalval","mbmancls","mbyrblt","mbeffyr","heattype","baseste","garagefl","carptfl","mktrcnld","linmcls","mbmclsdv","bedrooms","baths","familyrm","fireplcs","flrarea1","flrarea2","bsmtfin","mbmktval","mb_rcn","cp_mancl","cp_area","cpmktval","cp_rcn","gr_mancl","gar_area","gar_type","grmktval","gr_rcn","ob1mktval","lcs_val","width","depth","lot_size","conduit","alley","sidewalk","culdesac","corner","wooded","pie_shpe","slope","abv_road","splitlvl","crwlarea","bsmtarea","unfinbmt","area1_2","totarea","linmcdv","random","month"
"317",190317,731,193853.397731,56280.004,118666.636,174946.64,140,1981,1981,3,0,0,1,135625.951734,1,2,2,2,1,2,1256,0,596,129003.94982202,177672.5476344,921,440,6621.7734765,9899.2515258,0,0,0,0,0,0,46797.18,80,110,8800,0,1,0,0,0,0,0,0,0,0,0,1256,660,1256,1852,1.02,0.7414985,3
"318",101017,716,168966.731738,54219.792,107972.172,162191.964,140,2000,2000,2,0,0,1,141312.091557,1,8,2,2.5,1,2,1032,0,660,137297.28088713,168820.1016957,921,225,4014.1824723,5216.8952745,0,0,0,0,0,0,45783.97,58,105,6090,1,0,0,0,0,0,0,0,0,0,0,1032,372,1032,1692,1.08,0.7433775,10
"319",100417,713,92790.55877,46363.152,58648.656,105011.808,80,1974,1974,7,0,0,0,74915.112524,0.783,8,2,1.5,1,0,960,0,440,74559.854672485,111190.1907123,0,0,0,0,0,0,0,0,0,354.7789,44027.78,60,110,6600,0,1,0,0,0,0,0,0,0,0,0,960,520,960,1400,0.84564,0.7465879,4
"320",300317,713,138472.064626,48849.504,89362.416,138211.92,90,1982,1982,2,1,0,1,122624.743689,0.945,0,3,1,0,1,1164,0,590,114200.065472675,144502.14949065,921,495,8424.58836555,10028.96380395,0,0,0,0,0,0,43947.37,60,110,6600,0,0,0,0,1,0,0,0,0,0,0,1164,574,1164,1754,0.945,0.746739,3
"321",101017,713,101434.06203,35161.137,47420.384,82581.521,40,1955,1955,2,0,0,0,53408.017411,0.507,10,2,1,0,0,720,0,0,52154.51278135,75039.4552068,0,0,0,0,0,0,0,0,0,1253.4151,37963.64,60,110,6600,0,1,0,0,0,0,0,0,1,0,0,720,720,720,720,0.5577,0.7486255,10
"322",280717,713,89220.263577942,42560.496,44023.056,86583.552,80,1973,1973,2,0,1,0,63643.786871,0.783,-8,2,1,0,1,760,0,0,55255.28812573,68423.0134329,0,0,0,0,910,756,2,8388.0375327,12613.98640005,0,41471.46,50,117.5,5875,0,1,0,0,0,0,0,0,0,0,760,0,0,760,760,0.72036,0.7508102,7
"323",270317,736,146161.52156725,49303.914,93768.18,143072.094,140,1994,1994,4,0,0,0,114324.343224,1,0,3,1.5,2,2,1017,0,544,114323.84828046,154074.020373,0,0,0,0,0,0,0,0,0,0,40152.48,65,120,7800,1,0,0,0,0,0,0,0,0,0,0,984,440,1017,1561,1,0.7541401,3
"324",300417,715,128705.0233455,41673.819,74468.68,116142.499,90,1988,1988,2,0,0,0,97863.6671145,0.945,0,3,1,1,1,1110,0,468,97864.080428065,130780.85793885,0,0,0,0,0,0,0,0,0,0,42858.76,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,1110,642,1110,1578,0.945,0.7546171,4
"325",300417,716,134225.90839,60607.756,87561.848,148169.604,90,1996,1996,4,0,0,1,115116.81293,0.945,3,2,1,0,1,1040,0,120,106899.150899275,139551.5514897,921,242,8217.57217995,11958.4193463,0,0,0,0,0,0,57292.3,67.3,116,7804,1,0,0,0,0,0,0,0,0,0,0,1040,920,1040,1160,0.97335,0.7557035,4
"326",270317,713,135616.97051,46363.152,82049.616,128412.768,81,1971,1971,2,0,0,1,117520.510625,0.783,8,3,2,1,1,1113,312,0,113411.479144145,138444.12842085,911,216,4109.4039987,5340.30939225,0,0,0,0,0,0,41627.38,60,110,6600,0,1,0,0,0,0,0,0,0,0,0,1113,1113,1425,1425,0.84564,0.7630299,3
"327",300417,731,137997.333978,55124.696,58755.664,113880.36,81,1971,1971,3,0,0,0,63537.353201,0.783,0,4,1,0,0,888,312,0,63537.95632513,104504.0275629,0,0,0,0,0,0,0,0,0,0,43947.37,60,110,6600,0,1,1,0,1,0,0,0,0,0,0,888,888,1200,1200,0.783,0.7640154,4
"328",290617,716,143700.678394,50792.104,80862.276,131654.38,140,2001,2001,2,0,0,0,102447.601893,1,-2,3,1.5,0,1,1000,0,0,102447.7922559,128219.1216579,0,0,0,0,0,0,0,0,0,0,43034.64,45,115.5,5198,1,0,0,0,0,0,0,1,1,0,0,1000,1000,1000,1000,0.98,0.7676876,6
"329",110517,716,142121.55006,42378.688,93794.008,136172.696,140,2000,2000,2,0,0,1,117775.622601,1,0,2,1.5,0,1,1033,0,158,112802.60123769,139946.4281124,921,288,4973.6114883,6464.1529953,0,0,0,0,0,0,34999.09,60,130,7800,1,0,0,0,1,0,0,0,0,0,0,966,808,1033,1191,1,0.7697923,5
"330",50617,737,218750.755902,58329.92,170195.52,228525.44,142,2008,2008,2,0,1,0,226884.022365,1,6,3,2.5,1,1,1401,418,0,206315.5013829,224554.3611948,0,0,0,0,920,221,3,11254.4450109,13075.6468752,9314.456697,51949.61,52.5,118.1,6200,1,0,0,0,0,0,0,0,0,1,0,1401,1401,1819,1819,1.06,0.7703131,6
"331",120317,716,151596.320064,57180.068,88185.064,145365.132,140,2000,2000,2,0,0,0,124196.563218,1,-2,2,1.75,1,1,1074,0,540,124197.05816154,157312.093302,0,0,0,0,0,0,0,0,0,0,48277.66,53,115,6095,1,0,0,0,0,0,0,1,1,0,0,960,420,1074,1614,0.98,0.7715558,3
"332",130317,713,102069.614647,42560.496,50458.32,93018.816,90,1982,1982,2,0,0,1,63393.3157935,0.945,-5,2,1,0,0,944,0,0,60630.314611475,84850.7590728,921,198,2762.3722266,4172.669991,0,0,0,0,0,0,34287.01,50,120,6000,0,1,1,0,0,0,0,0,0,0,944,0,0,944,944,0.89775,0.773277,3
"333",280717,736,227194.074975,56412.147,209012.298,265424.445,140,2003,2003,2,0,1,1,268225.133358,1,4,4,2.25,1,2,1978,0,1600,247628.8193925,277646.7643677,921,161,2917.6921683,3657.8231235,920,552,2,17106.9620085,21438.0987093,571.0887,50867,69.6,120,8352,1,0,0,1,0,0,1,0,1,1,0,1978,378,1978,3578,1.04,0.7741265,7
"334",101017,713,109921.123466,51482.112,65083.92,116566.032,51,1947,1947,2,0,1,0,75942.1897325,0.767,0,4,1.75,1,0,816,272,538,71881.01166974,92902.80107745,0,0,0,0,910,308,2,4061.3724333,6659.1347004,0,45839.2,60.6,110,6666,0,1,1,0,0,0,0,0,0,0,0,816,278,1088,1626,0.767,0.7746859,10
"335",300417,737,209170.430826,58329.92,147662.592,205992.512,140,2008,2008,2,0,0,1,188451.656484,1,5,3,2.25,1,1,1325,0,1313,178835.8553163,192142.793115,921,490,9614.8493532,11170.494972,0,0,0,0,0,0,51949.61,52.5,118.1,6200,1,0,0,0,0,0,0,0,0,0,0,1313,0,1325,2625,1.05,0.776675,4
"336",80517,736,136316.444985,50060.109,74258.349,124318.458,90,1994,1994,2,0,0,1,90332.375154,0.945,2,2,2,1,0,904,0,600,89640.91952991,121848.432993,911,400,692.2103706,2665.3333896,0,0,0,0,0,0,40657.54,63.3,129.5,8197,1,1,0,0,0,0,0,0,0,0,0,874,274,904,1504,0.9639,0.7767375,5
"337",290917,716,150017.19173,45650.572,88340.868,133991.44,90,1996,1996,2,0,0,1,112367.379215,0.945,2,2,1,1,1,934,0,455,107947.493801665,129944.7066267,921,266,4420.11902535,5691.32779005,0,0,0,0,0,0,37559.43,44,112,4928,1,0,0,0,0,0,0,0,0,0,0,934,479,934,1389,0.9639,0.7803907,9
"338",270817,734,103424.54892,36001.504,55778.646,91780.15,90,1977,1977,2,0,0,0,93523.874682,0.945,0,3,2,1,0,1008,0,900,93524.44972696,134238.67516395,0,0,0,0,0,0,0,0,0,0,38860.16,100,112,11200,0,1,0,0,0,0,0,0,0,0,0,1008,108,1008,1908,0.945,0.7807967,8
"339",160317,737,244298.289438,67598.784,175788.8,243387.584,142,2012,2012,2,0,1,0,232827.152103,1,1,4,2.5,1,1,1179,1020,0,214609.0418472,209289.1602438,0,0,0,0,930,441,1,18218.8717074,19839.621438,0,57550.86,75.6,135.5,10236,1,0,0,1,0,0,1,0,0,0,0,1167,1167,2199,2199,1.01,0.7819129,3
"340",210717,737,228171.4088934,59128.96,146224.32,205353.28,140,2008,2008,2,0,1,0,183595.498905,1,6,3,2.5,1,2,1295,0,1000,176904.49044177,193659.0336135,0,0,0,0,920,0,3,4314.0040398,5013.0166086,2377.632621,52884.45,59.1,112.1,6620,1,0,0,0,0,0,0,0,0,0,0,1260,260,1295,2295,1.06,0.7844809,7
"341",300717,716,165808.47507,58270.696,87250.24,145520.936,90,1996,1996,4,0,0,0,106661.8550025,0.945,0,3,1.75,1,1,1008,0,450,106661.17213661,133879.63146705,0,0,0,0,0,0,0,0,0,0,47611.52,58,115.1,6674,1,0,0,0,0,0,0,0,0,0,0,1008,558,1008,1458,0.945,0.7846766,7
"342",290717,737,183622.89729,57530.88,132800.448,190331.328,140,2003,2003,2,0,0,1,159678.304149,1,0,3,2.75,1,2,1176,0,1176,151587.38595546,180115.665093,921,380,8090.0425242,11132.8031178,0,0,0,0,0,0,43952.49,62.5,118.9,7431,1,0,0,0,0,0,1,0,0,0,0,1176,0,1176,2293,1,0.7846908,7
"343",200317,736,181755.25998,49001.436,149121.654,198123.09,142,1996,1996,2,0,1,1,188257.486326,1,8,3,2.75,2,2,1051,703,400,177490.29419394,234856.2302541,921,175,3404.2597407,4613.8256073,920,299,1,6601.2142833,8946.6755742,761.4516,44651.25,62.5,106,6625,1,0,0,1,0,0,0,1,1,0,0,1002,602,1754,2154,1.08,0.7856369,3
"344",250917,734,118291.82782725,33396.132,52936.422,86332.554,90,1976,1976,2,0,0,0,88795.9269015,0.945,0,3,1,1,0,1001,0,540,88795.10027437,128076.70901445,0,0,0,0,0,0,0,0,0,0,32441.46,75,120.2,9015,0,1,0,0,0,0,0,0,0,0,0,1001,461,1001,1541,0.945,0.7882969,9
"345",80517,716,157912.8334,61542.58,106569.936,168112.516,140,1996,1996,2,0,0,1,136315.065432,1,0,3,2.25,0,2,1178,0,600,131574.85789539,167358.6857124,921,286,4740.6072987,6424.747875,0,0,0,0,0,0,49660.91,68.4,124.9,8536,1,0,0,0,0,0,0,0,0,0,0,1104,504,1178,1778,1,0.789057,5
"346",110617,737,207573.70998,62644.736,126408.128,189052.864,140,2011,2011,8,0,0,1,161473.426296,1,-4,3,2.25,1,1,1048,0,450,153419.13392442,155972.3192118,921,380,8054.0639361,8830.1734794,0,0,0,0,0,0,55538.03,70.5,118.1,8331,1,0,0,0,0,0,1,0,0,1,0,1048,598,1048,1498,0.96,0.7935365,6
"347",260617,716,138963.293392,42067.08,81485.492,123552.572,140,1999,1999,2,0,0,0,105006.079269,1,-2,3,1.5,0,0,1000,0,120,103483.15703271,130730.7697605,0,0,0,0,0,0,0,0,0,1522.9032,37598.6,44,110,4840,1,0,0,0,0,0,0,1,1,0,0,1000,880,1000,1120,0.98,0.7938741,6
"348",40517,715,118155.431268,50839.195,75614.352,126453.547,90,1989,1989,2,0,0,0,90145.485542,0.945,0,2,1.75,1,0,912,0,660,90144.748765645,120192.3035082,0,0,0,0,0,0,0,0,0,0,49705.29,60,115,6900,1,0,0,0,0,0,0,0,0,0,0,912,252,912,1572,0.945,0.7951936,5
"349",280717,731,134711.683169,45387.1,82852.088,128239.188,90,1984,1984,2,0,0,0,94224.710727,0.945,0,3,1,0,0,959,0,300,94224.872458395,121144.90142475,0,0,0,0,0,0,0,0,0,0,37812.5,60,100,6000,0,1,1,0,0,0,0,0,0,0,0,959,659,959,1259,0.945,0.7953326,7
"350",150517,715,146287.676808,50266.359,110700.557,160966.916,90,1989,1989,5,0,0,1,137543.56637,0.945,3,3,2,1,2,1254,0,600,132623.98485658,170272.42996995,921,320,4919.8690359,6739.34722965,0,0,0,0,0,0,49207.74,57,115,6555,1,0,0,0,0,0,0,0,0,0,0,1200,600,1254,1854,0.97335,0.7963495,5
"351",160317,732,136301.5512075,47971.968,86291.04,134263.008,90,1980,1980,2,0,1,0,112566.8479355,0.945,0,3,1.5,1,1,1164,0,405,104570.614154685,134880.7488021,0,0,0,0,920,336,2,7996.0001688,11489.3983008,0,43078.8,50,122,6100,0,1,1,0,0,0,0,0,1,0,0,1164,759,1164,1569,0.945,0.7984725,3
"352",140817,731,104319.41318575,55124.696,46542.408,101667.104,51,1947,1947,2,0,1,0,72025.6233515,0.767,0,4,1,0,0,934,360,0,68973.3579717,96942.306825,0,0,0,0,910,222,1,3052.5893307,4624.0751466,0,43947.37,60,110,6600,0,1,0,0,0,0,0,1,1,0,0,934,934,1294,1294,0.767,0.8071913,8
"353",160317,737,213960.593364,56092.608,133599.488,189692.096,140,2010,2010,8,0,1,0,164395.496811,1,4,3,2,1,1,1190,0,453,160516.96694124,171208.3946391,0,0,0,0,920,0,3,3878.8344504,4334.563233,0,50064.56,54.9,104.5,5737,1,0,0,1,0,0,1,0,0,0,0,1148,695,1190,1643,1.04,0.8093826,3
"354",40817,716,150017.19173,46273.788,96442.676,142716.464,140,1992,1992,2,0,0,0,116922.796809,1,-2,2,1.75,1,2,1040,0,825,116922.14957514,160034.4731349,0,0,0,0,0,0,0,0,0,0,43038.56,60,120,7200,1,0,0,0,0,0,0,0,0,0,0,1040,215,1040,1865,0.98,0.8122954,8
"355",160917,713,127765.461691,43876.8,65230.176,109106.976,80,1979,1979,2,1,1,0,93267.825021,0.783,5,3,1,0,0,960,0,680,82076.590704675,111209.3487729,0,0,0,0,920,484,2,11191.5004005,15490.88850015,0,42888.56,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,960,280,960,1640,0.82215,0.8123314,9
"356",230417,715,195519.106503,52987.33,125451.084,178438.414,140,1989,1989,2,0,1,0,170188.239858,1,0,3,2.5,1,2,1400,0,1000,157664.43599361,203421.2238513,0,0,0,0,920,472,1,12523.975191,18059.5379601,0,51800,60,110,6600,1,0,0,0,1,0,0,0,0,0,0,1400,400,1400,2400,1,0.8133456,4
"357",20917,713,122769.046988,45631.872,69471.6,115103.472,90,1987,1987,3,0,0,0,89309.8733345,0.945,0,3,1.5,0,0,988,0,605,89309.819424035,119606.8358583,0,0,0,0,0,0,0,0,0,0,41131.27,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,988,383,988,1593,0.945,0.8146206,9
"358",280917,716,164229.346736,59672.932,98156.52,157829.452,90,2001,2001,8,0,0,1,125444.2610085,0.945,4,3,1,0,1,1084,0,370,119705.09666584,135673.2326376,921,336,5739.84720855,6999.7347756,0,0,0,0,0,0,48633.96,83.4,88.4,7373,1,0,0,0,1,0,0,0,0,0,0,1050,680,1084,1454,0.9828,0.8170424,9
"359",290517,732,148026.4158275,49873.296,106474.368,156347.664,140,1989,1989,6,0,0,1,135962.894067,1,0,3,2.25,1,1,1131,0,650,130595.59306521,164739.1018455,921,264,4415.0867397,6366.4968276,0,0,0,0,0,951.8145,44900.09,66,110,7260,1,1,0,0,0,0,0,0,1,0,0,1131,481,1131,1781,1,0.8171366,5
"360",300717,716,146069.370895,52505.948,88808.28,141314.228,140,1998,1998,2,0,0,1,117187.40124,1,-2,2,2,1,1,940,0,751,113101.16641005,140910.9969267,921,234,4086.1396485,5422.4872065,0,0,0,0,0,0,47500.28,58,120,6960,1,0,0,0,0,0,0,0,0,0,0,884,133,940,1691,0.98,0.8192484,7
"361",20717,716,150017.19173,70111.8,88340.868,158452.668,90,1997,1997,2,0,0,1,112038.5253785,0.945,4,2,1,2,2,1040,0,650,108084.354502145,137919.68171415,921,312,3954.33260775,5379.1861977,0,0,0,0,0,0,50769.86,92.6,136.4,12633,1,0,0,0,0,0,0,0,0,0,0,1040,390,1040,1690,0.9828,0.8238097,7
"362",260317,737,135721.27191,57051.456,87574.784,144626.24,90,1990,1990,2,0,0,1,110568.5666995,0.945,2,3,1,0,1,1060,0,318,105995.5216551,134156.1921525,921,294,4573.7638506,6213.7201959,0,0,0,0,0,0,45217.66,60,105,6300,1,0,0,0,0,0,0,0,0,0,0,1060,742,1060,1378,0.9639,0.8294139,3
"363",300917,716,173546.2039066,50792.104,95352.048,146144.152,140,2001,2001,2,0,1,0,131150.519955,1,-2,3,1.5,0,1,1000,0,0,120646.35224187,130115.7072306,0,0,0,0,920,432,2,10504.0344591,13485.1174731,0,43034.64,45,115.5,5198,1,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,0.98,0.8296288,9
"364",110617,736,154491.970983,49303.914,120537.483,169841.397,140,1998,1998,2,0,0,1,151496.506707,1,2,3,1.5,1,2,1200,0,880,142813.31242269,180007.7293287,921,528,8682.8325948,11974.0167729,0,0,0,0,0,0,42972.25,63,110,6930,0,0,1,0,0,0,0,0,0,0,0,1200,320,1200,2080,1.02,0.8328853,6
"365",260817,716,208444.940088,61698.384,113736.92,175435.304,140,1996,1996,2,0,1,0,149916.494637,1,2,3,2.25,1,2,1291,0,550,140391.4965726,172678.3769529,0,0,0,0,920,312,1,9524.0462499,12907.7467974,0,49932.08,70,119,8330,1,0,0,0,0,0,0,0,0,0,0,1215,665,1291,1841,1.02,0.8334228,8
"366",80717,716,192653.656748,52038.536,110309.232,162347.768,140,1999,1999,2,0,0,1,148285.084584,1,0,3,1.5,0,1,1131,0,0,140425.22887848,159887.1322503,921,450,7860.4648668,10320.7149864,0,0,0,0,0,0,47023.68,104.9,126.8,13301,1,0,0,1,0,0,0,0,0,0,0,1131,1131,1131,1131,1,0.834234,7
"367",280717,731,84605.50833175,52483.992,36804.812,89288.804,40,1971,1971,2,0,0,0,43892.806209,0.507,10,2,1,0,0,592,0,0,43893.50454027,64549.9823535,0,0,0,0,0,0,0,0,0,0,41842.11,60,110,6600,0,1,0,0,0,0,0,0,0,0,0,592,592,592,592,0.5577,0.8389852,7
"368",280417,716,147648.499229,56401.048,87561.848,143962.896,90,1996,1996,2,0,0,0,107078.7625985,0.945,3,3,1.75,1,1,1100,0,495,107079.211852375,134403.64118685,0,0,0,0,0,0,0,0,0,0,46028.61,58.3,124.3,7247,1,0,0,0,0,0,1,0,0,0,0,1100,605,1100,1595,0.97335,0.8435136,4
"369",110817,716,302283.062207616,62633.208,237133.688,299766.896,147,2015,2015,2,0,1,0,306916.76015,1.22,8,4,2.5,1,2,1842,1024,0,294100.6113045,294100.6113045,0,0,0,0,930,329,1,12815.230428,13671.562905,0,51295.9,75,125,9486,1,0,0,1,0,0,0,0,0,0,0,1826,1826,2866,2866,1.3176,0.8443371,8
"370",290917,716,201970.5139186,61854.188,124643.2,186497.388,140,1997,1997,2,0,1,1,168912.808428,1,0,3,1.5,1,2,1199,0,470,153865.40167089,181284.1125732,921,200,3251.7790578,4360.2622245,920,424,2,11795.8370985,15816.8726352,0,50027.28,70.6,118.9,8396,1,0,0,0,0,0,0,0,0,0,0,1176,706,1199,1669,1,0.8455632,9
"371",290917,716,142121.55006,52350.144,79771.648,132121.792,140,1995,1995,2,0,0,0,101568.125295,1,-2,3,1,0,0,1054,0,500,101567.76360549,135443.9648016,0,0,0,0,0,0,0,0,0,0,47415.58,60,115,6900,1,0,0,0,0,0,0,0,0,0,0,1040,540,1054,1554,0.98,0.8460142,9
"372",210417,713,105638.482292,50897.088,52944.672,103841.76,80,1976,1976,2,0,1,1,77622.075531,0.783,-3,3,1,0,0,1059,0,0,70172.623317195,86283.11542725,911,416,1923.78858525,2722.04111025,910,352,2,5525.50397805,7814.89221975,0,44996.57,75,120,9000,0,1,0,0,0,0,0,0,0,0,1059,0,0,1059,1059,0.75951,0.8492867,4
"373",290717,716,142121.55006,55777.832,94105.616,149883.448,90,1992,1992,2,0,0,0,113134.7048335,0.945,4,3,2,2,2,1057,0,900,113135.441609855,147311.4238218,0,0,0,0,0,0,0,0,0,0,47535.72,56,110,6160,1,0,0,0,0,1,0,0,0,0,0,1027,127,1057,1957,0.9828,0.8494021,7
"374",250617,716,236869.2501,75564.94,152220.508,227785.448,140,1999,1999,2,0,0,1,205430.123535,1,4,3,2.5,1,2,1344,0,1076,189000.83441421,221105.5565355,921,663,14716.955799,19322.2150758,0,0,0,0,0,1713.2661,53736.41,106.7,124.3,13262,1,0,0,0,0,0,1,0,0,0,0,1344,268,1344,2420,1.04,0.8509761,6
"375",130817,736,206595.1455106,53236.128,161069.535,214305.663,142,1996,1996,2,0,1,1,217310.672124,1,0,3,2,1,2,888,838,628,191278.9262748,223649.756694,921,364,7084.3553235,9602.8564905,920,574,2,18947.0097999,25678.4323068,0,48517.04,58.2,115,6693,1,0,0,0,1,0,0,1,1,0,0,838,210,1726,2354,1,0.8522236,8
"376",40817,713,102069.614647,43876.8,56454.816,100331.616,90,1981,1981,2,0,1,0,73359.5637565,0.945,-5,3,1,0,0,864,0,0,67857.74922108,86126.81977935,0,0,0,0,910,528,2,5502.1020579,7816.47832035,0,42888.56,50,120,6000,0,1,0,0,0,0,0,0,0,0,864,0,0,864,864,0.89775,0.8534607,8
"377",101017,713,108493.576408,45631.872,62743.824,108375.696,80,1981,1981,2,0,1,0,88813.5759315,0.783,5,2,1.5,1,0,768,0,500,82956.31820406,101553.6862305,0,0,0,0,910,280,2,5857.57702845,7923.45456315,0,41131.27,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,768,268,768,1268,0.82215,0.857258,10
"378",300417,713,99785.5393542,45631.872,45924.384,91556.256,80,1982,1982,2,0,0,1,62352.391675,0.783,8,3,1,0,0,875,0,0,60250.50408195,75754.1646225,911,240,2102.59715085,2811.44539305,0,0,0,0,0,0,41131.27,50,120,6000,0,1,0,0,0,0,0,0,0,0,875,0,0,875,875,0.84564,0.8592065,4
"379",160917,715,166683.5548245,53703.375,113564.737,167268.112,140,1989,1989,7,0,0,1,148690.557561,1,2,3,2.25,1,1,1234,0,600,142760.81033487,191774.4409035,921,378,5929.6139721,8550.9111051,0,0,0,0,0,0,52554.58,65,110,7150,1,0,0,0,0,1,0,1,0,0,0,1234,634,1234,1834,1.02,0.8596362,9
"380",270817,716,206865.811754,67618.936,112490.488,180109.424,140,1993,1993,2,0,0,1,143969.557641,1,0,4,1.5,1,2,1140,0,912,136688.78587728,175830.7865769,921,448,6899.3225847,9631.9820142,0,0,0,0,0,380.7258,58833.85,77,105,8085,1,0,0,0,1,0,0,0,0,0,0,1140,228,1140,2052,1,0.8607211,8
"381",270517,715,115342.206714,41673.819,68167.484,109841.303,80,1981,1981,2,0,0,0,87623.292722,0.783,8,2,1.5,1,1,987,0,280,87623.93132402,115414.5430746,0,0,0,0,0,0,0,0,0,0,42858.76,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,987,707,987,1267,0.84564,0.8636836,5
"382",300417,737,162865.526292,59928,91889.6,151817.6,90,1996,1996,2,0,1,0,129167.6771245,0.945,0,2,1,0,0,912,0,274,110314.79217059,114800.1787989,0,0,0,0,920,628,1,18853.02871515,19237.94943525,0,47430.46,65,120,7800,1,0,0,0,0,1,0,0,0,0,0,912,638,912,1186,0.945,0.8657205,4
"383",290617,737,143704.87614,56731.84,88533.632,145265.472,90,1989,1989,2,0,0,1,111292.763946,0.945,3,3,1.5,1,1,1022,0,660,107048.482887325,137072.20920435,921,300,4243.8318048,5814.24365025,0,0,0,0,0,0,44923.8,60,102,6120,1,0,0,1,0,0,0,0,0,0,0,1022,362,1022,1682,0.97335,0.8695607,6
"384",11017,713,104210.935234,51335.856,70934.16,122270.016,90,1983,1983,2,0,0,1,95196.8961125,0.945,-1,2,1,1,1,900,0,340,91060.63365553,117467.12950245,921,288,4135.47177015,5744.6991504,0,0,0,0,0,0,45949.33,60,135,8100,1,0,0,0,0,0,0,0,1,0,0,900,560,900,1240,0.93555,0.8697104,10
"385",260517,736,188571.08222925,55353.474,109799.514,165152.988,140,1995,1995,2,0,0,1,139922.442387,1,0,3,2,1,1,1120,0,800,129768.90409938,159640.4219319,921,576,9486.3543957,12995.1233685,0,0,0,0,0,666.27015,47646.87,70,149.1,10437,1,0,0,1,0,0,0,1,1,0,0,1120,320,1120,1920,1,0.8697999,5
"386",190517,737,154881.922062,67438.976,93647.488,161086.464,140,1996,1996,2,0,0,1,119089.126611,1,-3,3,1.5,0,1,1072,0,99,113616.5739618,142696.2202029,921,336,5472.1719234,7415.0156808,0,0,0,0,0,0,53040.73,70,120,8400,1,0,0,0,0,0,0,0,0,0,0,1072,973,1072,1171,0.97,0.8710222,5
"387",310317,713,141327.158742,43876.8,100039.104,143915.904,80,1979,1979,2,1,1,0,142583.8660155,0.783,5,3,1,0,0,1080,0,750,125527.72848644,128006.17840395,0,0,0,0,920,520,2,17055.46344915,17579.11710555,0,42888.56,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,1080,330,1080,1830,0.82215,0.8723111,3
"388",230417,737,227532.720555,59288.768,164602.24,223891.008,140,2004,2004,2,1,0,1,208835.715816,1,6,3,2.25,1,1,1610,0,1100,201425.2688448,234460.465785,921,327,7409.8758825,9176.2532316,0,0,0,0,0,0,53103.11,62.4,110,6864,1,0,0,1,0,0,0,0,0,0,0,1316,216,1610,2710,1.06,0.8723894,4
"389",51017,713,114061.0099342,45631.872,71372.928,117004.8,80,1978,1978,2,0,1,0,101106.6648165,0.783,5,3,1.75,1,0,1061,0,408,94350.57474591,111372.192288,0,0,0,0,910,400,2,6756.4093716,9462.48543135,0,41131.27,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,1061,653,1061,1469,0.82215,0.8736743,10
"390",11017,713,118456.427325782,44023.056,76930.656,120953.712,90,1979,1979,2,0,1,1,102749.752259,0.945,0,3,1.75,0,1,1190,0,650,93572.124548175,138805.96975875,911,336,2173.6699488,3407.68049265,920,336,2,7004.58671745,10978.3270926,0,41805.56,60,110,6600,0,1,1,0,0,0,0,0,0,0,0,1190,540,1190,1840,0.945,0.8758248,10
"391",300417,732,181735.40161,53968.464,100331.616,154300.08,90,1987,1987,2,0,1,0,134301.750408,0.945,3,2,1.75,1,2,1017,0,600,122960.444154555,149485.0937706,0,0,0,0,920,480,2,11340.6054174,15605.46230355,0,45040.9,53.7,141.9,7372,1,1,0,0,0,0,0,0,0,1,0,1017,417,1017,1617,0.97335,0.8782528,4
"392",160317,713,114203.76464,49873.296,82780.896,132654.192,90,1978,1978,2,0,0,1,109199.2408885,0.945,5,3,1,1,1,1297,0,500,105933.650411435,146669.35018365,921,234,3265.35686505,4801.80511755,0,0,0,0,0,0,47669.51,60.9,143.5,8739,0,1,0,0,0,0,0,0,0,0,0,1297,797,1297,1797,0.99225,0.8783386,3
"393",260317,713,121341.49993,45631.872,74444.304,120076.176,90,1983,1983,2,1,1,0,112825.6181675,0.945,-5,2,1,1,0,742,0,580,95238.11964807,104931.329076,0,0,0,0,920,504,2,17588.28920625,18320.9324256,0,41131.27,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,742,162,742,1322,0.89775,0.8834683,3
"394",300717,737,154881.922062,52097.408,93008.256,145105.664,90,1998,1998,2,0,0,1,125368.7863575,0.945,2,3,1,1,1,1186,0,200,121062.84969702,149379.96836385,921,254,4305.2897349,5652.51225525,0,0,0,0,0,0,42614.2,55,120,6600,1,0,0,0,0,0,0,0,0,0,0,1144,944,1186,1386,0.9639,0.8857632,7
"395",90417,716,135805.036724,55466.224,77122.98,132589.204,90,1997,1997,2,0,0,1,99470.1989715,0.945,2,2,1,1,0,912,0,548,94050.849477375,110179.51284375,921,288,4790.4839199,6102.12553335,0,0,0,0,0,628.955425,45137.29,48,120,5760,1,0,0,0,0,0,0,0,0,0,0,912,364,912,1460,0.9639,0.8881361,4
